date,candidate,lower,mean,upper
2020-06-08,dem,0.4737008441844832,0.4868965899459703,0.501513716114631
2020-06-08,other,0.03837843516128254,0.04122295498634232,0.044843025530904655
2020-06-08,rep,0.457307462449484,0.4716075170563789,0.484751147086472
2020-06-09,dem,0.47392552497423773,0.4879339750851409,0.5017974207115936
2020-06-09,other,0.037950540751792036,0.040887718606837126,0.044179318832547596
2020-06-09,rep,0.45738573103788477,0.47078218556957585,0.4853732140168901
2020-06-10,dem,0.4844972651532148,0.49623744131830844,0.5089274570675832
2020-06-10,other,0.038322428948322045,0.04085210614699808,0.043733652629071966
2020-06-10,rep,0.45005406935988523,0.46309002535276556,0.47436242167355097
2020-06-11,dem,0.487958233383892,0.49922156667649725,0.5103281522744527
2020-06-11,other,0.03694662943637434,0.03965296812344474,0.042593992839707676
2020-06-11,rep,0.4501744709715285,0.4611794295988445,0.47197805181048164
2020-06-12,dem,0.4853809094604654,0.4976107144961194,0.5093397694704395
2020-06-12,other,0.037578638852509484,0.04018223925629036,0.043078154015557146
2020-06-12,rep,0.45070768173997444,0.4620741407981433,0.47400183274614194
2020-06-13,dem,0.4866242593665126,0.49811108276117,0.5099624383570079
2020-06-13,other,0.03696847763657588,0.03957159751211342,0.04218535767824443
2020-06-13,rep,0.4502567951585198,0.46222447946286943,0.47400607576989684
2020-06-14,dem,0.488074450247653,0.4990257294564524,0.5103235119383607
2020-06-14,other,0.036749865638196606,0.039160664415697655,0.041863796729248
2020-06-14,rep,0.45074341047632266,0.46140138578994383,0.47252494580164833
2020-06-15,dem,0.4886290651913046,0.499860053768067,0.510436318233617
2020-06-15,other,0.037060743041244605,0.039498115907263626,0.041969008659207024
2020-06-15,rep,0.44966279341828164,0.46088871011014665,0.4718666507071846
2020-06-16,dem,0.4903121586482227,0.5005137759940979,0.5122198731099801
2020-06-16,other,0.03636820659628433,0.03887287459473335,0.0415172177279758
2020-06-16,rep,0.4491950468949384,0.4604045047425834,0.4708609015913914
2020-06-17,dem,0.4887647242111307,0.4999944451609684,0.5119811114164444
2020-06-17,other,0.03652175152064244,0.0392276643341358,0.042395196587894035
2020-06-17,rep,0.44921281081286274,0.4606855132503577,0.47144736083686695
2020-06-18,dem,0.48995877399767646,0.5010962698658383,0.5120975373056498
2020-06-18,other,0.03658627177000015,0.03901002790716229,0.04160671307079141
2020-06-18,rep,0.4488848993781159,0.46003666418839306,0.471105422581128
2020-06-19,dem,0.4892654163884822,0.5000998383439965,0.5098308708941655
2020-06-19,other,0.03655117130240024,0.03901130825150767,0.042001967423721406
2020-06-19,rep,0.45091099515867256,0.4610976620119632,0.4712732640729614
2020-06-20,dem,0.4927689344160282,0.5032919823052215,0.5132187135224552
2020-06-20,other,0.036204341686790265,0.038642647936137364,0.04120947748418361
2020-06-20,rep,0.4480084983019079,0.45815993978910496,0.4687945321183809
2020-06-21,dem,0.4914864267225977,0.5012839745169977,0.5125885790591544
2020-06-21,other,0.03652039490670485,0.03880619823265277,0.04160210134878175
2020-06-21,rep,0.44856808565134815,0.45967354459292664,0.46977877885254166
2020-06-22,dem,0.4917955042890696,0.502263526844061,0.5123082215478918
2020-06-22,other,0.03624543404170313,0.03868211381751974,0.041500675965884755
2020-06-22,rep,0.44823080834145357,0.45900793860504224,0.46985577548727137
2020-06-23,dem,0.49126167680091515,0.50198679771647,0.5126625716797155
2020-06-23,other,0.035911679950195965,0.038545026556790846,0.041257209476499176
2020-06-23,rep,0.4486202234538301,0.45923570332711455,0.46996884360342017
2020-06-24,dem,0.4945827645308371,0.5049667797304563,0.5154578218413074
2020-06-24,other,0.035883154309259827,0.037926823034284296,0.040432687840853174
2020-06-24,rep,0.44658611999851977,0.45702898732790276,0.4672180794158876
2020-06-25,dem,0.4929202336031283,0.5033339635375862,0.5135466630266202
2020-06-25,other,0.03619906257411567,0.03829181266902365,0.04074490428358829
2020-06-25,rep,0.44775910071148906,0.4583866642447335,0.4685164658258172
2020-06-26,dem,0.49376886239545015,0.5038944474561197,0.5146938273156568
2020-06-26,other,0.03595469559756249,0.0382146090876091,0.04068825002283861
2020-06-26,rep,0.4470800573605345,0.4578910387598004,0.46796721603389935
2020-06-27,dem,0.49332206944734575,0.5031652691223059,0.5134252526861941
2020-06-27,other,0.035967912410465167,0.03825460693332938,0.040738391503945516
2020-06-27,rep,0.44824650617615275,0.45838454285144187,0.46863735904874926
2020-06-28,dem,0.49497825548261365,0.5047996082356414,0.5154044721325313
2020-06-28,other,0.03557225490837305,0.03795679667959978,0.04024889809466882
2020-06-28,rep,0.4472204575073955,0.4573924720556977,0.46704176075390574
2020-06-29,dem,0.4962211766389174,0.5063145645863616,0.5164004797916187
2020-06-29,other,0.03526402443573817,0.03763248323120094,0.04000586159885942
2020-06-29,rep,0.445705134512184,0.4559514231821263,0.4660677887954052
2020-06-30,dem,0.49651151456155235,0.5066376660344738,0.516466718376497
2020-06-30,other,0.03534878751730962,0.03787247010863701,0.04039215230219983
2020-06-30,rep,0.44576216739970115,0.45534418682989186,0.4659458681728621
2020-06-01,dem,0.47361477106196825,0.48800266261415354,0.5029629548583665
2020-06-01,other,0.02959205599109833,0.03180887359301149,0.034937401057042114
2020-06-01,rep,0.4652253867087679,0.479906398862439,0.49378537033753267
2020-06-02,dem,0.4767158317014765,0.4911242318341333,0.5047992028484678
2020-06-02,other,0.029651860859483396,0.031868565038346064,0.0347305485328222
2020-06-02,rep,0.46323867196461416,0.4765556679737225,0.4913424840314635
2020-06-03,dem,0.47302497593704335,0.4892650450352576,0.5036913226678396
2020-06-03,other,0.029708218680368062,0.03211749766737887,0.03593101284881057
2020-06-03,rep,0.46385932280014963,0.47836355676086395,0.4939994635545343
2020-06-04,dem,0.47587636023656765,0.49059877861737183,0.5045588140523563
2020-06-04,other,0.0292869805569616,0.0315485284866846,0.03403455411601538
2020-06-04,rep,0.463925853383717,0.4779755303120236,0.49218074849120663
2020-06-05,dem,0.4750059692595218,0.48990433839896697,0.5047146634051097
2020-06-05,other,0.029315177056236125,0.03143665946669111,0.03437612203714278
2020-06-05,rep,0.4637925296480689,0.4782583205697115,0.4929358960830146
2020-06-06,dem,0.47517625716594436,0.4895217682353804,0.503891158554093
2020-06-06,other,0.029627648116808746,0.03184434850703341,0.03486901220701768
2020-06-06,rep,0.46421674850450345,0.4781863050159555,0.49298101095045954
2020-06-07,dem,0.4751857562099976,0.48971683595564697,0.5038905976325503
2020-06-07,other,0.029789227389565152,0.0320658988450421,0.035271680556445306
2020-06-07,rep,0.4640838954875845,0.47810814307821436,0.4915073414713721
2020-07-01,dem,0.4745907765199956,0.5092290299581028,0.543794796627027
2020-07-01,other,0.01,0.044388127199348926,0.0800277526701649
2020-07-01,rep,0.40729234500879136,0.446091169542419,0.48555968363905144
2020-07-02,dem,0.4754782839757926,0.5103482961936663,0.5456506886497907
2020-07-02,other,0.01,0.044357513405365034,0.07943233019145415
2020-07-02,rep,0.4068166594405048,0.4452447131148869,0.4834655438706021
2020-07-03,dem,0.47500180970224154,0.5102223070866153,0.5442666339212214
2020-07-03,other,0.01,0.0440941406266858,0.07883810844689426
2020-07-03,rep,0.4068945584505488,0.44587603094796413,0.48465666429277343
2020-07-04,dem,0.47507821443483356,0.5097355541457148,0.5447916282429395
2020-07-04,other,0.01,0.044204524519068186,0.0799279374075238
2020-07-04,rep,0.4065874807211941,0.4460807819632257,0.4840217522579942
2020-07-05,dem,0.47472063200008713,0.5095227641341871,0.5437596829737297
2020-07-05,other,0.01,0.04467221408931027,0.08023106186046511
2020-07-05,rep,0.40694348055365026,0.44599939412965817,0.484368333163397
2020-07-06,dem,0.4754208738865254,0.5092860572884126,0.5433353345691468
2020-07-06,other,0.010033612997935357,0.045066056956051925,0.08004855396065204
2020-07-06,rep,0.4070542387971289,0.44548210645811726,0.4844003624907334
2020-07-07,dem,0.4762463351718039,0.5104971321761501,0.5447246465604606
2020-07-07,other,0.01,0.04449997018995848,0.07908619345476617
2020-07-07,rep,0.40642554093008587,0.44492982343017484,0.4838668764352818
2020-07-08,dem,0.4758367092328778,0.510834133301679,0.5451598163553177
2020-07-08,other,0.01,0.04408988045202341,0.0790590342017141
2020-07-08,rep,0.40563935889894503,0.44552914707516555,0.484123753319743
2020-07-09,dem,0.47536592463920974,0.510762709592689,0.5455000711434277
2020-07-09,other,0.01,0.04400559001572817,0.07922292667995166
2020-07-09,rep,0.40590741496241856,0.4454060807930531,0.48461772489202243
2020-07-10,dem,0.47533413325296353,0.510092499575806,0.5450373219812528
2020-07-10,other,0.01,0.04379370724352129,0.07889462718796408
2020-07-10,rep,0.40699968938277886,0.4462197354169291,0.4844906704429943
2020-07-11,dem,0.47547432382043703,0.5102182105388249,0.5449891319971683
2020-07-11,other,0.01,0.044786653058597165,0.08071148763071424
2020-07-11,rep,0.40656817932314604,0.4452923643890798,0.4838095314312864
2020-07-12,dem,0.47554732711364606,0.5101641742860734,0.5448615066943359
2020-07-12,other,0.01,0.0444425519910105,0.07912540618111479
2020-07-12,rep,0.40677348961768595,0.44533109013489813,0.4846659187414069
2020-07-13,dem,0.4757203300333218,0.5107496688724441,0.5443155801659381
2020-07-13,other,0.01,0.04433698668046927,0.07827241570621582
2020-07-13,rep,0.40698167410200303,0.44591373625596464,0.4850235093795074
